"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"canMigrateToPPP","Noun","Singular","Camel","No","No","Yes","1"
"canChangePassword","Noun","Singular","Camel","No","No","Yes","1"
"canBeScored","Noun","Singular","Camel","No","No","Yes","1"
"canBeExecuted","Noun","Singular","Camel","No","No","Yes","1"
"canBeCancelled","Noun","Singular","Camel","No","No","Yes","1"
"canBeApplied","Noun","Singular","Camel","No","No","Yes","1"
"callDiagnostics","Noun","Plural","Camel","No","No","Yes","1"
"bulk","Noun","Singular","Lower","No","No","Yes","1"
"bounces","Noun","Plural","Lower","No","No","Yes","1"
"block","Noun","Singular","Lower","No","No","Yes","1"
"billingPeriodPeaks","Noun","Plural","Camel","No","No","Yes","1"
"batch","Noun","Singular","Lower","No","No","Yes","1"
"backupState","Noun","Singular","Camel","No","No","Yes","1"
"backupCloudOfferDetails","Noun","Plural","Camel","No","No","Yes","1"
"availableZone","Noun","Singular","Camel","No","No","Yes","1"
"availableZipCodes","Noun","Plural","Camel","No","No","Yes","1"
"availableVersions","Noun","Plural","Camel","No","No","Yes","1"
"availableUpgrade","Verb","Singular","Camel","No","No","Yes","1"
"availableSipDomains","Noun","Plural","Camel","No","No","Yes","1"
"availableServerZones","Noun","Plural","Camel","No","No","Yes","1"
"availableRouteRules","Noun","Plural","Camel","No","No","Yes","1"
"availableRouteActions","Noun","Plural","Camel","No","No","Yes","1"
"availableReleaseChannels","Noun","Plural","Camel","No","No","Yes","1"
"availableRegisteredPaymentMean","Noun","Singular","Camel","No","No","Yes","1"
"availableProfiles","Noun","Plural","Camel","No","No","Yes","1"
"availableOrderCapacities","Noun","Plural","Camel","No","No","Yes","1"
"availableOffers","Noun","Plural","Camel","No","No","Yes","1"
"availableOffer","Noun","Singular","Camel","No","No","Yes","1"
"availableLns","Noun","Plural","Camel","No","No","Yes","1"
"availableLists","Noun","Plural","Camel","No","No","Yes","1"
"availableFunction","Noun","Singular","Camel","No","No","Yes","1"
"availableFrontendType","Noun","Singular","Camel","No","No","Yes","1"
"availableFrameworks","Noun","Plural","Camel","No","No","Yes","1"
"availableFarmType","Noun","Singular","Camel","No","No","Yes","1"
"availableFarmProbes","Noun","Plural","Camel","No","No","Yes","1"
"availableDefaultSipDomains","Noun","Plural","Camel","No","No","Yes","1"
"availableCodecs","Noun","Plural","Camel","No","No","Yes","1"
"availableAutomaticPaymentMeans","Noun","Plural","Camel","No","No","Yes","1"
"availableActions","Noun","Plural","Camel","No","No","Yes","1"
"authorize","Verb","Singular","Lower","No","No","Yes","1"
"authInfo","Noun","Singular","Camel","No","No","Yes","1"
"attachedBackup","Verb","Singular","Camel","No","No","Yes","1"
"associateDevice","Verb","Singular","Camel","No","No","Yes","1"
"assign","Verb","Singular","Lower","No","No","Yes","1"
"area","Noun","Singular","Lower","No","No","Yes","1"
"apps","Noun","Plural","Lower","No","No","Yes","1"
"applicationAccess","Verb","Singular","Camel","No","No","Yes","1"
"antiDDoSPro","Noun","Singular","Camel","No","No","Yes","1"
"announceUpload","Noun","Singular","Camel","No","No","Yes","1"
"announceInZone","Noun","Singular","Camel","No","No","Yes","1"
"amountSecurityDeposit","Noun","Singular","Camel","No","No","Yes","1"
"allowedVrack","Noun","Singular","Camel","No","No","Yes","1"
"allowedServices","Noun","Plural","Camel","No","No","Yes","1"
"allowedServers","Noun","Plural","Camel","No","No","Yes","1"
"allowedRateCodes","Noun","Plural","Camel","No","No","Yes","1"
"allowedCreditThreshold","Noun","Singular","Camel","No","No","Yes","1"
"allowedBackends","Noun","Plural","Camel","No","No","Yes","1"
"address","Noun","Plural","Lower","No","No","Yes","1"
"addDomainUserOnComposer","Verb","Singular","Camel","No","No","Yes","1"
"addDomainController","Verb","Singular","Camel","No","No","Yes","1"
"activeOptions","Noun","Plural","Camel","No","No","Yes","1"
"activeMonthlyBilling","Noun","Singular","Camel","No","No","Yes","1"
"active","Noun","Singular","Lower","No","No","Yes","1"
"activateZone","Verb","Singular","Camel","No","No","Yes","1"
"activateSharepoint","Verb","Singular","Camel","No","No","Yes","1"
"activatePrivateDatabase","Verb","Singular","Camel","No","No","Yes","1"
"action","Noun","Singular","Lower","No","No","Yes","1"
