"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"pause","Verb","Singular","Lower","No","No","Yes","4"
"packingUnitsDFF","Noun","Singular","Camel","No","No","Yes","4"
"packingUnitShippingInstructions","Noun","Plural","Camel","No","No","Yes","4"
"packingUnitPackingInstructions","Noun","Plural","Camel","No","No","Yes","4"
"outbound","Noun","Singular","Lower","No","No","Yes","4"
"orderStates","Noun","Plural","Camel","No","No","Yes","4"
"orderReturnReasons","Noun","Plural","Camel","No","No","Yes","4"
"orderCancelReasons","Noun","Plural","Camel","No","No","Yes","4"
"optionList","Noun","Singular","Camel","No","No","Yes","4"
"objectstore","Noun","Singular","Lower","No","No","Yes","4"
"notificationSettings","Noun","Plural","Camel","No","No","Yes","4"
"mySelfServiceRoles","Noun","Plural","Camel","No","No","Yes","4"
"microsite","Noun","Singular","Lower","No","No","Yes","4"
"mftapp","Noun","Singular","Lower","No","No","Yes","4"
"metricThresholds","Noun","Plural","Camel","No","No","Yes","4"
"metadataFields","Noun","Plural","Camel","No","No","Yes","4"
"mediaTags","Noun","Plural","Camel","No","No","Yes","4"
"locatorsDFF","Noun","Singular","Camel","No","No","Yes","4"
"listeners","Noun","Plural","Lower","No","No","Yes","4"
"list","Verb","Singular","Lower","No","No","Yes","4"
"likes","Noun","Plural","Lower","No","No","Yes","4"
"landingPage","Noun","Singular","Camel","No","No","Yes","4"
"jobinstances","Noun","Plural","Lower","No","No","Yes","4"
"jobinstance","Noun","Singular","Lower","No","No","Yes","4"
"itemSubinventoriesDFF","Noun","Singular","Camel","No","No","Yes","4"
"ipnetworkexchange","Noun","Singular","Lower","No","No","Yes","4"
"interactionReferences","Noun","Plural","Camel","No","No","Yes","4"
"inspectionResults","Verb","Plural","Camel","No","No","Yes","4"
"indexes","Noun","Plural","Lower","No","No","Yes","4"
"inboundMsgFilters","Noun","Plural","Camel","No","No","Yes","4"
"inbound","Noun","Singular","Lower","No","No","Yes","4"
"importStatus","Verb","Plural","Camel","No","No","Yes","4"
"importOperations","Verb","Plural","Camel","No","No","Yes","4"
"image","Noun","Singular","Lower","No","No","Yes","4"
"hidden","Noun","Singular","Lower","No","No","Yes","4"
"healthcheck","Verb","Singular","Lower","No","No","Yes","4"
"healthCheck","Verb","Singular","Camel","No","No","Yes","4"
"header","Noun","Singular","Lower","No","No","Yes","4"
"getaudithistory","Verb","Singular","Lower","No","No","Yes","4"
"footer","Noun","Singular","Lower","No","No","Yes","4"
"floorplan","Noun","Singular","Lower","No","No","Yes","4"
"exportOperations","Verb","Plural","Camel","No","No","Yes","4"
"exchanges","Noun","Plural","Lower","No","No","Yes","4"
"enumerationList","Noun","Singular","Camel","No","No","Yes","4"
"emailNotifications","Noun","Plural","Camel","No","No","Yes","4"
"element","Noun","Singular","Lower","No","No","Yes","4"
"dispositionReasons","Noun","Plural","Camel","No","No","Yes","4"
"customerInventories","Noun","Plural","Camel","No","No","Yes","4"
"countLines","Noun","Plural","Camel","No","No","Yes","4"
"copy","Verb","Singular","Lower","No","No","Yes","4"
"conversation","Noun","Singular","Lower","No","No","Yes","4"
"contentSection","Noun","Singular","Camel","No","No","Yes","4"
"content-targeting-rules","Noun","Plural","Lower","No","Yes","Yes","4"
"complete","Verb","Singular","Lower","No","No","Yes","4"
"childInteractions","Noun","Plural","Camel","No","No","Yes","4"
"changes","Noun","Plural","Lower","No","No","Yes","4"
"capitalPortfolioMember","Noun","Singular","Camel","No","No","Yes","4"
"brands","Noun","Plural","Lower","No","No","Yes","4"
"blogs","Noun","Plural","Lower","No","No","Yes","4"
"backup","Verb","Singular","Lower","No","No","Yes","4"
"authenticationFailureCount","Noun","Singular","Camel","No","No","Yes","4"
"assignedLocations","Noun","Plural","Camel","No","No","Yes","4"
"assetPackages","Noun","Plural","Camel","No","No","Yes","4"
"applicationMetadata","Noun","Singular","Camel","No","No","Yes","4"
"allTranslations","Noun","Plural","Camel","No","No","Yes","4"
"agentReports","Noun","Plural","Camel","No","No","Yes","4"
"address","Noun","Plural","Lower","No","No","Yes","4"
"activityTimelineReports","Noun","Plural","Camel","No","No","Yes","4"
"WorkOrderResourceExceptionCount","Noun","Singular","Camel","No","No","Yes","4"
"WorkOrderMaterialExceptionCount","Noun","Singular","Camel","No","No","Yes","4"
"WebTierPolicyJsonValidator","Noun","Singular","Camel","No","No","Yes","4"
"UserLockedStateChanger","Noun","Singular","Camel","No","No","Yes","4"
"SffXtnUrl","Noun","Singular","Camel","No","No","Yes","4"
"Promotions","Noun","Plural","Camel","No","No","Yes","4"
"MyAuthenticationFactorsRemover","Noun","Singular","Camel","No","No","Yes","4"
"MeSecurityQuestionsRetriever","Noun","Singular","Camel","No","No","Yes","4"
"MeSecurityQuestionAnswerValidator","Noun","Singular","Camel","No","No","Yes","4"
"MeActivator","Noun","Singular","Camel","No","No","Yes","4"
"McaParameters","Noun","Plural","Camel","No","No","Yes","4"
"ManagedAppConnectionTester","Noun","Singular","Camel","No","No","Yes","4"
"CASettings","Noun","Plural","Camel","No","No","Yes","4"
"AuthenticationFactorsRemover","Noun","Singular","Camel","No","No","Yes","4"
"ApplicablePasswordPolicyRetriever","Noun","Singular","Camel","No","No","Yes","4"
"AccountStatusChanger","Noun","Singular","Camel","No","No","Yes","4"
"AccountPasswordResetter","Noun","Singular","Camel","No","No","Yes","4"
"AccountOwnerLinker","Noun","Singular","Camel","No","No","Yes","4"
"AccountMgmtInfos","Noun","Plural","Camel","No","No","Yes","4"
"validateReturnQuantities","Verb","Plural","Camel","No","No","Yes","3"
"validateReceiveQuantities","Verb","Plural","Camel","No","No","Yes","3"
"validatePutAwayQuantities","Verb","Plural","Camel","No","No","Yes","3"
"validatePickedQuantities","Verb","Plural","Camel","No","No","Yes","3"
"validateInventoryTransactionQuantities","Verb","Plural","Camel","No","No","Yes","3"
"validateInspectQuantities","Verb","Plural","Camel","No","No","Yes","3"
"validateCorrectedQuantities","Verb","Plural","Camel","No","No","Yes","3"
"urlMappings","Noun","Plural","Camel","No","No","Yes","3"
"urlMapping","Noun","Singular","Camel","No","No","Yes","3"
"uriMapping","Noun","Singular","Camel","No","No","Yes","3"
"uploads","Verb","Plural","Lower","No","No","Yes","3"
"uploadTypes","Verb","Plural","Camel","No","No","Yes","3"
"undoInstall","Verb","Singular","Camel","No","No","Yes","3"
"undoDeinstall","Verb","Singular","Camel","No","No","Yes","3"
"testJobs","Verb","Plural","Camel","No","No","Yes","3"
"template","Noun","Singular","Lower","No","No","Yes","3"
"system","Noun","Singular","Lower","No","No","Yes","3"
"suspend","Verb","Singular","Lower","No","No","Yes","3"
"storefrontUrl","Noun","Singular","Camel","No","No","Yes","3"
"stopRequests","Verb","Plural","Camel","No","No","Yes","3"
"startRequests","Verb","Plural","Camel","No","No","Yes","3"
"splitPickTransactions","Noun","Plural","Camel","No","No","Yes","3"
"sessionDisplayEvents","Noun","Plural","Camel","No","No","Yes","3"
"sessionAttendanceEvents","Noun","Plural","Camel","No","No","Yes","3"
"serialItemSerialsDFF","Noun","Singular","Camel","No","No","Yes","3"
"serialItemSerialAttributesDFF","Noun","Singular","Camel","No","No","Yes","3"
"segments","Noun","Plural","Lower","No","No","Yes","3"
"screenshots","Noun","Plural","Lower","No","No","Yes","3"
"scheduleShiftAttributes","Verb","Plural","Camel","No","No","Yes","3"
"samlSettings","Noun","Plural","Camel","No","No","Yes","3"
"role","Noun","Singular","Lower","No","No","Yes","3"
"robots","Noun","Plural","Lower","No","No","Yes","3"
"reportValues","Verb","Plural","Camel","No","No","Yes","3"
"relateddocs","Noun","Plural","Lower","No","No","Yes","3"
"recoveryconfig","Verb","Singular","Lower","No","No","Yes","3"
"recordings","Noun","Plural","Lower","No","No","Yes","3"
"publishingChangeLists","Verb","Plural","Camel","No","No","Yes","3"
"projectMeasureValue","Noun","Singular","Camel","No","No","Yes","3"
"projectCostingSource","Noun","Singular","Camel","No","No","Yes","3"
"profileContextLists","Noun","Plural","Camel","No","No","Yes","3"
"priceLocale","Noun","Singular","Camel","No","No","Yes","3"
"periodCloseoutData","Noun","Singular","Camel","No","No","Yes","3"
"payload","Noun","Singular","Lower","No","No","Yes","3"
"pageType","Noun","Singular","Camel","No","No","Yes","3"
"notDone","Noun","Singular","Camel","No","No","Yes","3"
"namedIDs","Noun","Plural","Camel","No","No","Yes","3"
"namedIDHierarchies","Noun","Plural","Camel","No","No","Yes","3"
"monteCarloRiskResult","Noun","Singular","Camel","No","No","Yes","3"
"monteCarloActivityDeterministicValues","Noun","Plural","Camel","No","No","Yes","3"
"messageDispatchingLatency","Noun","Singular","Camel","No","No","Yes","3"
"mediaUploadReport","Noun","Singular","Camel","No","No","Yes","3"
"loyaltyVouchers","Noun","Plural","Camel","No","No","Yes","3"
"lotSerialItemSerialsDFF","Noun","Singular","Camel","No","No","Yes","3"
"lotSerialItemSerialAttributesDFF","Noun","Singular","Camel","No","No","Yes","3"
"lotSerialItemLotsDFF","Noun","Singular","Camel","No","No","Yes","3"
"lotSerialItemLotAttributesDFF","Noun","Singular","Camel","No","No","Yes","3"
"lotItemLotsDFF","Noun","Singular","Camel","No","No","Yes","3"
"lotItemLotAttributesDFF","Noun","Singular","Camel","No","No","Yes","3"
"locatorsKeyFlex","Noun","Singular","Camel","No","No","Yes","3"
"listingConfigurations","Noun","Plural","Camel","No","No","Yes","3"
"lintJobs","Noun","Plural","Camel","No","No","Yes","3"
"kv","Noun","Singular","Lower","No","No","Yes","3"
"jsframeworkadmin","Noun","Singular","Lower","No","No","Yes","3"
"itemPriceOverride","Noun","Singular","Camel","No","No","Yes","3"
"ipreservations","Noun","Plural","Lower","No","No","Yes","3"
"invitations","Noun","Plural","Lower","No","No","Yes","3"
"initializationParameters","Noun","Plural","Camel","No","No","Yes","3"
"hierarchicalMembers","Noun","Plural","Camel","No","No","Yes","3"
"generateSerialNumbers","Verb","Plural","Camel","No","No","Yes","3"
"generateLots","Verb","Plural","Camel","No","No","Yes","3"
"followers","Noun","Plural","Lower","No","No","Yes","3"
"filters","Noun","Plural","Lower","No","No","Yes","3"
"exchangeRate","Noun","Singular","Camel","No","No","Yes","3"
"entry","Noun","Singular","Lower","No","No","Yes","3"
"dispatchedMessageCount","Noun","Singular","Camel","No","No","Yes","3"
"dffForTransactionLines","Noun","Plural","Camel","No","No","Yes","3"
"dffForItemSerialsForLot","Noun","Singular","Camel","No","No","Yes","3"
"dffForItemSerials","Noun","Plural","Camel","No","No","Yes","3"
"dffForItemLots","Noun","Plural","Camel","No","No","Yes","3"
"descendants","Noun","Plural","Lower","No","No","Yes","3"
"deploy","Verb","Singular","Lower","No","No","Yes","3"
"deleteMediaItems","Verb","Plural","Camel","No","No","Yes","3"
"deinstall","Noun","Singular","Lower","No","No","Yes","3"
"defaults","Noun","Plural","Lower","No","No","Yes","3"
"deactivate","Verb","Singular","Lower","No","No","Yes","3"
"dbcache","Noun","Singular","Lower","No","No","Yes","3"
"clusters","Noun","Plural","Lower","No","No","Yes","3"
"clone","Verb","Singular","Lower","No","No","Yes","3"
"clFolders","Noun","Plural","Camel","No","No","Yes","3"
"cc","Noun","Singular","Lower","No","No","Yes","3"
"categoryRow","Noun","Singular","Camel","No","No","Yes","3"
"capitalPlan","Noun","Singular","Camel","No","No","Yes","3"
"cancel","Verb","Singular","Lower","No","No","Yes","3"
"bundles","Noun","Plural","Lower","No","No","Yes","3"
"bulkUpdate","Verb","Singular","Camel","No","No","Yes","3"
"bimodeler","Noun","Singular","Lower","No","No","Yes","3"
"banner","Noun","Singular","Lower","No","No","Yes","3"
"availableQuantityDetails","Noun","Plural","Camel","No","No","Yes","3"
"archiverequests","Verb","Plural","Lower","No","No","Yes","3"
"analyticsqueries-datasources","Noun","Plural","Lower","No","Yes","Yes","3"
"analyticsdataobjects","Noun","Plural","Lower","No","No","Yes","3"
"agentConfiguration","Noun","Singular","Camel","No","No","Yes","3"
"adminRoles","Noun","Plural","Camel","No","No","Yes","3"
"adapters","Noun","Plural","Lower","No","No","Yes","3"
"activitymeasures","Noun","Plural","Lower","No","No","Yes","3"
"activityId","Noun","Singular","Camel","No","No","Yes","3"
"activationSummary","Noun","Singular","Camel","No","No","Yes","3"
"activate","Verb","Singular","Lower","No","No","Yes","3"
"about","Noun","Singular","Lower","No","No","Yes","3"
"ResultEvaluation","Noun","Singular","Camel","No","No","Yes","3"
"ResourceTransactionDetail","Noun","Singular","Camel","No","No","Yes","3"
"EventDisposition","Noun","Singular","Camel","No","No","Yes","3"
"CACerts","Noun","Plural","Camel","No","No","Yes","3"
"workspaceResource","Noun","Singular","Camel","No","No","Yes","2"
"workspaceCBSTemplate","Noun","Singular","Camel","No","No","Yes","2"
"workPackageAggregate","Noun","Singular","Camel","No","No","Yes","2"
"widgets","Noun","Plural","Lower","No","No","Yes","2"
"vnic","Noun","Singular","Lower","No","No","Yes","2"
"usage","Noun","Singular","Lower","No","No","Yes","2"
"urlPatterns","Noun","Plural","Camel","No","No","Yes","2"
"updateRequests","Verb","Plural","Camel","No","No","Yes","2"
"updateQuoteStatus","Verb","Plural","Camel","No","No","Yes","2"
"unreserve","Noun","Singular","Lower","No","No","Yes","2"
"unforecastedPipeline","Noun","Singular","Camel","No","No","Yes","2"
"transferContent","Verb","Singular","Camel","No","No","Yes","2"
"timestamp","Noun","Singular","Lower","No","No","Yes","2"
"thumbnail","Noun","Singular","Lower","No","No","Yes","2"
"test","Verb","Singular","Lower","No","No","Yes","2"
"task","Noun","Singular","Lower","No","No","Yes","2"
"syncQuote","Verb","Singular","Camel","No","No","Yes","2"
"store","Noun","Singular","Lower","No","No","Yes","2"
"state","Noun","Singular","Lower","No","No","Yes","2"
"startPrework","Verb","Singular","Camel","No","No","Yes","2"
"sources","Noun","Plural","Lower","No","No","Yes","2"
"siteInterfaces","Noun","Plural","Camel","No","No","Yes","2"
"site","Noun","Singular","Lower","No","No","Yes","2"
"shopperProfileConfiguration","Noun","Singular","Camel","No","No","Yes","2"
"shippingCountries","Noun","Plural","Camel","No","No","Yes","2"
"shipmentsDFF","Noun","Singular","Camel","No","No","Yes","2"
"shipmentShippingMarks","Noun","Plural","Camel","No","No","Yes","2"
"shipmentRoutingInstructions","Noun","Plural","Camel","No","No","Yes","2"
"shape","Noun","Singular","Lower","No","No","Yes","2"
"serviceMailboxes","Noun","Plural","Camel","No","No","Yes","2"
"screenPopTokens","Noun","Plural","Camel","No","No","Yes","2"
"scoring","Noun","Singular","Lower","No","No","Yes","2"
"scopeItemAssignmentAggregate","Noun","Singular","Camel","No","No","Yes","2"
"scopeItemAggregate","Noun","Singular","Camel","No","No","Yes","2"
"scale","Verb","Singular","Lower","No","No","Yes","2"
"samlIdentityProviders","Noun","Plural","Camel","No","No","Yes","2"
"sSOTokenReferences","Noun","Plural","Camel","No","No","Yes","2"
"runtime","Noun","Singular","Lower","No","No","Yes","2"
"rmaLinesForReceiving","Noun","Singular","Camel","No","No","Yes","2"
"returnLots","Noun","Plural","Camel","No","No","Yes","2"
"reserve","Noun","Singular","Lower","No","No","Yes","2"
"requests","Verb","Plural","Lower","No","No","Yes","2"
"requestQuote","Verb","Singular","Camel","No","No","Yes","2"
"repositories","Noun","Plural","Lower","No","No","Yes","2"
"reopen","Noun","Singular","Lower","No","No","Yes","2"
"renditions","Noun","Plural","Lower","No","No","Yes","2"
"removeContacts","Verb","Plural","Camel","No","No","Yes","2"
"rejectQuote","Verb","Singular","Camel","No","No","Yes","2"
"recommendedservices","Noun","Plural","Lower","No","No","Yes","2"
"receiptTransactionDFF","Noun","Singular","Camel","No","No","Yes","2"
"raw","Noun","Singular","Lower","No","No","Yes","2"
"push","Verb","Singular","Lower","No","No","Yes","2"
"projectId","Noun","Singular","Camel","No","No","Yes","2"
"projectEnterpriseResources","Noun","Plural","Camel","No","No","Yes","2"
"projectCBSSheet","Noun","Singular","Camel","No","No","Yes","2"
"processedMessageCount","Noun","Singular","Camel","No","No","Yes","2"
"priorities","Noun","Plural","Lower","No","No","Yes","2"
"previewPath","Verb","Singular","Camel","No","No","Yes","2"
"predict","Verb","Singular","Lower","No","No","Yes","2"
"portfolioProject","Noun","Singular","Camel","No","No","Yes","2"
"periodCloseoutRecord","Noun","Singular","Camel","No","No","Yes","2"
"payment","Noun","Singular","Lower","No","No","Yes","2"
"opportunityStatuses","Noun","Plural","Camel","No","No","Yes","2"
"objects","Noun","Plural","Lower","No","No","Yes","2"
"oauthTokenService","Noun","Singular","Camel","No","No","Yes","2"
"myuser","Noun","Singular","Lower","No","No","Yes","2"
"multidaySegments","Noun","Plural","Camel","No","No","Yes","2"
"monteCarloRunSettings","Noun","Plural","Camel","No","No","Yes","2"
"monteCarloProjectResult","Noun","Singular","Camel","No","No","Yes","2"
"monteCarloProjectDeterministicValues","Noun","Plural","Camel","No","No","Yes","2"
"monteCarloProjectDelta","Noun","Singular","Camel","No","No","Yes","2"
"monteCarloActivityRiskResult","Noun","Singular","Camel","No","No","Yes","2"
"monteCarloActivityDelta","Noun","Singular","Camel","No","No","Yes","2"
"models","Noun","Plural","Lower","No","No","Yes","2"
"metricUnits","Noun","Plural","Camel","No","No","Yes","2"
"metricTypes","Noun","Plural","Camel","No","No","Yes","2"
"metricSubjects","Noun","Plural","Camel","No","No","Yes","2"
"metricSeries","Noun","Plural","Camel","No","No","Yes","2"
"metadataTypes","Noun","Plural","Camel","No","No","Yes","2"
"messagingcontexts","Noun","Plural","Lower","No","No","Yes","2"
"messageProcessingLatency","Noun","Singular","Camel","No","No","Yes","2"
"messageBases","Noun","Plural","Camel","No","No","Yes","2"
"membership","Noun","Singular","Lower","No","No","Yes","2"
"maxInactiveInterval","Noun","Singular","Camel","No","No","Yes","2"
"materialStatuses","Noun","Plural","Camel","No","No","Yes","2"
"marketingMailboxes","Verb","Plural","Camel","No","No","Yes","2"
"managed-folders","Noun","Plural","Lower","No","Yes","Yes","2"
"mailboxes","Noun","Plural","Lower","No","No","Yes","2"
"loyaltyProducts","Noun","Plural","Camel","No","No","Yes","2"
"live","Noun","Singular","Lower","No","No","Yes","2"
"iorm","Noun","Singular","Lower","No","No","Yes","2"
"inventoryReservations","Noun","Plural","Camel","No","No","Yes","2"
"installedInventories","Noun","Plural","Camel","No","No","Yes","2"
"inspectionFlagCommonParams","Verb","Plural","Camel","No","No","Yes","2"
"inspectionDetails","Verb","Plural","Camel","No","No","Yes","2"
"indirect","Noun","Singular","Lower","No","No","Yes","2"
"incoming-folders","Noun","Plural","Lower","No","Yes","Yes","2"
"incoming-documents","Noun","Plural","Lower","No","Yes","Yes","2"
"icon","Noun","Singular","Lower","No","No","Yes","2"
"ibkup","Noun","Singular","Lower","No","No","Yes","2"
"host","Noun","Singular","Lower","No","No","Yes","2"
"headers","Noun","Plural","Lower","No","No","Yes","2"
"gateway","Noun","Singular","Lower","No","No","Yes","2"
"formats","Noun","Plural","Lower","No","No","Yes","2"
"findMatchingResources","Verb","Plural","Camel","No","No","Yes","2"
"exp","Noun","Singular","Lower","No","No","Yes","2"
"example","Noun","Singular","Lower","No","No","Yes","2"
"emailGroups","Noun","Plural","Camel","No","No","Yes","2"
"docId","Noun","Singular","Camel","No","No","Yes","2"
"deviceSelectionGroups","Noun","Plural","Camel","No","No","Yes","2"
"device","Noun","Singular","Lower","No","No","Yes","2"
"deploymentRequests","Verb","Plural","Camel","No","No","Yes","2"
"deployment","Verb","Singular","Lower","No","No","Yes","2"
"deliverycdn","Noun","Singular","Lower","No","No","Yes","2"
"deleteRequests","Verb","Plural","Camel","No","No","Yes","2"
"deleteFiles","Verb","Plural","Camel","No","No","Yes","2"
"delete","Verb","Singular","Lower","No","No","Yes","2"
"delay","Noun","Singular","Lower","No","No","Yes","2"
"deinstalledInventories","Noun","Plural","Camel","No","No","Yes","2"
"data-model","Noun","Singular","Lower","No","Yes","Yes","2"
"customKeyValues","Noun","Plural","Camel","No","No","Yes","2"
"countSubinventories","Noun","Plural","Camel","No","No","Yes","2"
"countItems","Noun","Plural","Camel","No","No","Yes","2"
"countClasses","Noun","Plural","Camel","No","No","Yes","2"
"costSheet","Noun","Singular","Camel","No","No","Yes","2"
"contentLocales","Noun","Plural","Camel","No","No","Yes","2"
"configurationSettings","Noun","Plural","Camel","No","No","Yes","2"
"compresswsdls","Noun","Plural","Lower","No","No","Yes","2"
"collaboration","Noun","Singular","Lower","No","No","Yes","2"
"clDocImages","Noun","Plural","Camel","No","No","Yes","2"
"checkRequiresApproval","Verb","Singular","Camel","No","No","Yes","2"
"chats","Noun","Plural","Lower","No","No","Yes","2"
"channelTypes","Noun","Plural","Camel","No","No","Yes","2"
"calendarView","Noun","Singular","Camel","No","No","Yes","2"
"basicAuth","Noun","Singular","Camel","No","No","Yes","2"
"baselineTimePhasedData","Noun","Singular","Camel","No","No","Yes","2"
"availability","Noun","Singular","Lower","No","No","Yes","2"
"auth","Verb","Singular","Lower","No","No","Yes","2"
"assetStatuses","Noun","Plural","Camel","No","No","Yes","2"
"assembler","Noun","Singular","Lower","No","No","Yes","2"
"assemble","Noun","Singular","Lower","No","No","Yes","2"
"archives","Verb","Plural","Lower","No","No","Yes","2"
"approve","Noun","Singular","Lower","No","No","Yes","2"
"analyticsReports","Noun","Plural","Camel","No","No","Yes","2"
"allmemberships","Noun","Plural","Lower","No","No","Yes","2"
"alertCount","Noun","Singular","Camel","No","No","Yes","2"
"addresses","Noun","Plural","Lower","No","No","Yes","2"
"accesses","Noun","Plural","Lower","No","No","Yes","2"
"WorkOrderOperationExceptionCount","Noun","Singular","Camel","No","No","Yes","2"
"WorkOrderExceptionCount","Noun","Singular","Camel","No","No","Yes","2"
"WorkOrderAssemblyComponentSerial","Noun","Singular","Camel","No","No","Yes","2"
"WorkOrderAssemblyComponentLot","Noun","Singular","Camel","No","No","Yes","2"
"TransactionVouchers","Noun","Plural","Camel","No","No","Yes","2"
"ToDoTaskFollowers","Noun","Plural","Camel","No","No","Yes","2"
"TaskFollowers","Noun","Plural","Camel","No","No","Yes","2"
"SigningKeyRegenerator","Verb","Singular","Camel","No","No","Yes","2"
"RedemptionItems","Noun","Plural","Camel","No","No","Yes","2"
"PromotionAttributes","Noun","Plural","Camel","No","No","Yes","2"
"MyBypassCodeNotifications","Noun","Plural","Camel","No","No","Yes","2"
"MyAuthenticationFactorValidator","Noun","Singular","Camel","No","No","Yes","2"
"MyAuthenticationFactorInitiator","Noun","Singular","Camel","No","No","Yes","2"
"MyAuthenticationFactorEnroller","Noun","Singular","Camel","No","No","Yes","2"
"MapParameters","Noun","Plural","Camel","No","No","Yes","2"
"InboundQuantityDetails","Noun","Plural","Camel","No","No","Yes","2"
"FollowedToDoTasks","Noun","Plural","Camel","No","No","Yes","2"
"FollowedProjectTasks","Noun","Plural","Camel","No","No","Yes","2"
"ConsignedQuantityDetails","Noun","Plural","Camel","No","No","Yes","2"
"ConfigurationMessages","Noun","Plural","Camel","No","No","Yes","2"
"ConfigurationLines","Noun","Plural","Camel","No","No","Yes","2"
"ConfigurationLineAttributes","Noun","Plural","Camel","No","No","Yes","2"
"BypassCodeNotifications","Noun","Plural","Camel","No","No","Yes","2"
"AuthenticationFactorValidator","Noun","Singular","Camel","No","No","Yes","2"
"AuthenticationFactorInitiator","Noun","Singular","Camel","No","No","Yes","2"
"AuthenticationFactorEnrollmentRequest","Noun","Singular","Camel","No","No","Yes","2"
"AuthenticationFactorEnroller","Noun","Singular","Camel","No","No","Yes","2"
"AccrualItems","Noun","Plural","Camel","No","No","Yes","2"
":*","Noun","Singular","Camel","No","No","No","2"
"workers","Noun","Plural","Lower","No","No","Yes","1"
"widgetInstances","Noun","Plural","Camel","No","No","Yes","1"
"webforms","Noun","Plural","Lower","No","No","Yes","1"
"webform","Noun","Singular","Lower","No","No","Yes","1"
"wbsId","Noun","Singular","Camel","No","No","Yes","1"
"visitors","Noun","Plural","Lower","No","No","Yes","1"
"visitor","Noun","Singular","Lower","No","No","Yes","1"
"upgradeVersion","Verb","Singular","Camel","No","No","Yes","1"
"updateUserRoles","Verb","Plural","Camel","No","No","Yes","1"
"unpublishThisVersion","Noun","Singular","Camel","No","No","Yes","1"
"unpublishAllVersionInThisLocale","Noun","Singular","Camel","No","No","Yes","1"
"unpublishAllVersionInAllLocales","Noun","Plural","Camel","No","No","Yes","1"
"unpause","Verb","Singular","Lower","No","No","Yes","1"
"transactionLinesDFF","Noun","Singular","Camel","No","No","Yes","1"
"testStatus","Verb","Plural","Camel","No","No","Yes","1"
"tag","Verb","Singular","Lower","No","No","Yes","1"
"supports","Noun","Plural","Lower","No","No","Yes","1"
"supportedJobs","Noun","Plural","Camel","No","No","Yes","1"
"summary","Noun","Singular","Lower","No","No","Yes","1"
"successEntries","Noun","Plural","Camel","No","No","Yes","1"
"stream","Noun","Singular","Lower","No","No","Yes","1"
"startFolderName","Verb","Singular","Camel","No","No","Yes","1"
"standby","Noun","Singular","Lower","No","No","Yes","1"
"stackDescriptors","Noun","Plural","Camel","No","No","Yes","1"
"spark","Noun","Singular","Lower","No","No","Yes","1"
"sms","Noun","Plural","Lower","No","No","Yes","1"
"size","Noun","Singular","Lower","No","No","Yes","1"
"siteCreateForms","Noun","Plural","Camel","No","No","Yes","1"
"shippingTransactions","Noun","Plural","Camel","No","No","Yes","1"
"sftpProperties","Noun","Plural","Camel","No","No","Yes","1"
"setCurrentBaseline","Verb","Singular","Camel","No","No","Yes","1"
"sendMailing","Verb","Singular","Camel","No","No","Yes","1"
"scope","Noun","Singular","Lower","No","No","Yes","1"
"schedulenow","Verb","Singular","Lower","No","No","Yes","1"
"scheduleProject","Verb","Singular","Camel","No","No","Yes","1"
"scalingUnits","Noun","Plural","Camel","No","No","Yes","1"
"scaled","Verb","Singular","Lower","No","No","Yes","1"
"samlAuthnRequest","Noun","Singular","Camel","No","No","Yes","1"
"runRiskAnalysis","Verb","Plural","Camel","No","No","Yes","1"
"root","Noun","Singular","Lower","No","No","Yes","1"
"rollupType","Noun","Singular","Camel","No","No","Yes","1"
"rollupId","Noun","Singular","Camel","No","No","Yes","1"
"rollbackVersion","Verb","Singular","Camel","No","No","Yes","1"
"riskScoreThreshold","Noun","Singular","Camel","No","No","Yes","1"
"riskCode","Noun","Singular","Camel","No","No","Yes","1"
"resubmitbyintegration","Verb","Singular","Lower","No","No","Yes","1"
"resubmitbyconnection","Verb","Singular","Lower","No","No","Yes","1"
"resubmit","Verb","Singular","Lower","No","No","Yes","1"
"response","Noun","Singular","Lower","No","No","Yes","1"
"resolveRiskScoreType","Noun","Singular","Camel","No","No","Yes","1"
"resolveRiskMatrix","Noun","Singular","Camel","No","No","Yes","1"
"resolveCurve","Noun","Singular","Camel","No","No","Yes","1"
"resolveByName","Noun","Singular","Camel","No","No","Yes","1"
"reprice","Noun","Singular","Lower","No","No","Yes","1"
"reportResult","Verb","Singular","Camel","No","No","Yes","1"
"report","Verb","Singular","Lower","No","No","Yes","1"
"replaceSecondaryOrganizations","Verb","Plural","Camel","No","No","Yes","1"
"removeSecondaryOrganizations","Verb","Plural","Camel","No","No","Yes","1"
"relateddoctypes","Noun","Plural","Lower","No","No","Yes","1"
"rejects","Noun","Plural","Lower","No","No","Yes","1"
"registrationFile","Noun","Singular","Camel","No","No","Yes","1"
"registration","Noun","Singular","Lower","No","No","Yes","1"
"registeredDeviceCount","Verb","Singular","Camel","No","No","Yes","1"
"register","Verb","Singular","Lower","No","No","Yes","1"
"regions","Noun","Plural","Lower","No","No","Yes","1"
"referenceKey","Noun","Singular","Camel","No","No","Yes","1"
"receive","Noun","Singular","Lower","No","No","Yes","1"
"receiptHeaderDFF","Noun","Singular","Camel","No","No","Yes","1"
"ratingsAggregate","Noun","Singular","Camel","No","No","Yes","1"
"ratings","Noun","Plural","Lower","No","No","Yes","1"
